,uniparc_id,original_id,uniparc_version,description,pdb_chain,pdb_id,gmgc_id,mgnify_id,pdb_assembly,database
25653,A0A1V8YIG2,AF-A0A1V8YIG2-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25654,A0A2W4RJE0,AF-A0A2W4RJE0-F1-model_v6 Uncharacterized protein,,Uncharacterized protein,,,,,,UniParc
25655,A0A5R9BTE8,AF-A0A5R9BTE8-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25656,N9WW01,AF-N9WW01-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25657,A0A8D5A3X8,AF-A0A8D5A3X8-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25658,A0A1Y4QVI7,AF-A0A1Y4QVI7-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25659,A0A7J2RHX0,AF-A0A7J2RHX0-F1-model_v6 Uncharacterized protein,,Uncharacterized protein,,,,,,UniParc
25660,A0AA44U7V6,AF-A0AA44U7V6-F1-model_v6 Phage associated protein,,Phage associated protein,,,,,,UniParc
25661,A0A358S9Y5,AF-A0A358S9Y5-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25662,A0A7Y9B0H4,AF-A0A7Y9B0H4-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25663,A0A0X8KA47,AF-A0A0X8KA47-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25664,A0A955QRK0,AF-A0A955QRK0-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25665,S7J6K3,AF-S7J6K3-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25666,A0A367GFE7,AF-A0A367GFE7-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25667,A0A965P7P2,AF-A0A965P7P2-F1-model_v6 Uncharacterized protein,,Uncharacterized protein,,,,,,UniParc
25668,A0A0B3W5I5,AF-A0A0B3W5I5-F1-model_v6 Uncharacterized protein,,Uncharacterized protein,,,,,,UniParc
25669,A0A2E1DXX8,AF-A0A2E1DXX8-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25670,A0A0E3UJ46,AF-A0A0E3UJ46-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25671,A0A4Y9JKD9,AF-A0A4Y9JKD9-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25672,A0A6N0ZG08,AF-A0A6N0ZG08-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25673,A0A9X8T4M8,AF-A0A9X8T4M8-F1-model_v6 Phage protein,,Phage protein,,,,,,UniParc
25674,A0A0F9KKF4,AF-A0A0F9KKF4-F1-model_v6 Uncharacterized protein,,Uncharacterized protein,,,,,,UniParc
25675,A0A653AAB4,AF-A0A653AAB4-F1-model_v6 Uncharacterized protein,,Uncharacterized protein,,,,,,UniParc
25676,C5R852,AF-C5R852-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25677,A0A7V2Y1I3,AF-A0A7V2Y1I3-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25678,A0A6P1EA40,AF-A0A6P1EA40-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25679,A0A2V8S2I5,AF-A0A2V8S2I5-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25680,A0A5M6DLK3,AF-A0A5M6DLK3-F1-model_v6 Uncharacterized protein,,Uncharacterized protein,,,,,,UniParc
25681,A0A9D5T4D8,AF-A0A9D5T4D8-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25682,A0A662TPC8,AF-A0A662TPC8-F1-model_v6 Uncharacterized protein,,Uncharacterized protein,,,,,,UniParc
25683,A0A1V5S9H9,AF-A0A1V5S9H9-F1-model_v6 Uncharacterized protein,,Uncharacterized protein,,,,,,UniParc
25684,B9CN60,AF-B9CN60-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25685,A0A1Y3U4P7,AF-A0A1Y3U4P7-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25686,A0A0J6WRX5,AF-A0A0J6WRX5-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25687,A0A1W9U5X8,AF-A0A1W9U5X8-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25688,A0A800JNU1,AF-A0A800JNU1-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25689,A0A430AU63,AF-A0A430AU63-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25690,A0A1C5W8S5,AF-A0A1C5W8S5-F1-model_v6 DUF2815 family protein,,DUF2815 family protein,,,,,,UniParc
25691,A0A1C5SE61,AF-A0A1C5SE61-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25692,A0A2D6Q835,AF-A0A2D6Q835-F1-model_v6 Uncharacterized protein,,Uncharacterized protein,,,,,,UniParc
25693,A0A4P6M8W5,AF-A0A4P6M8W5-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25694,A0A849N8W2,AF-A0A849N8W2-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25695,A0A847K776,AF-A0A847K776-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25696,A0A1Q3R3N4,AF-A0A1Q3R3N4-F1-model_v6 Single-stranded DNA-binding protein,,Single-stranded DNA-binding protein,,,,,,UniParc
25697,A0A1G9AFY7,AF-A0A1G9AFY7-F1-model_v6 Uncharacterized protein,,Uncharacterized protein,,,,,,UniParc
25698,A0A6J7AAY1,AF-A0A6J7AAY1-F1-model_v6 Unannotated protein,,Unannotated protein,,,,,,UniParc
25699,A0A6N3FDE8,AF-A0A6N3FDE8-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25700,A0A0F9PPF3,AF-A0A0F9PPF3-F1-model_v6 Uncharacterized protein,,Uncharacterized protein,,,,,,UniParc
25701,R6NY57,AF-R6NY57-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25702,A0A943EHV0,AF-A0A943EHV0-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25703,A0A523PVM7,AF-A0A523PVM7-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25704,U5F579,AF-U5F579-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25705,A0AB38X8Z9,AF-A0AB38X8Z9-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25706,A0A0R1X4B2,AF-A0A0R1X4B2-F1-model_v6 SSB protein,,SSB protein,,,,,,UniParc
25707,A0A3B9FYX4,AF-A0A3B9FYX4-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25708,A0A7V9ZBC0,AF-A0A7V9ZBC0-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25709,A0A852VEL0,AF-A0A852VEL0-F1-model_v6 Uncharacterized protein,,Uncharacterized protein,,,,,,UniParc
25710,A0A3B9DV00,AF-A0A3B9DV00-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25711,A0A3B9IDH5,AF-A0A3B9IDH5-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25712,A0AB33BQ91,AF-A0AB33BQ91-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25713,X0VN75,AF-X0VN75-F1-model_v6 Uncharacterized protein (Fragment),,Uncharacterized protein (Fragment),,,,,,UniParc
25714,A0AAN2RGI6,AF-A0AAN2RGI6-F1-model_v6 Phage protein,,Phage protein,,,,,,UniParc
25715,A0A7C8D2B9,AF-A0A7C8D2B9-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25716,A0A7Y5QLD6,AF-A0A7Y5QLD6-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25717,A0A398CEB7,AF-A0A398CEB7-F1-model_v6 DUF2577 domain-containing protein,,DUF2577 domain-containing protein,,,,,,UniParc
25718,A0A1V5J3A4,AF-A0A1V5J3A4-F1-model_v6 Uncharacterized protein,,Uncharacterized protein,,,,,,UniParc
25719,A0A3M1JTW1,AF-A0A3M1JTW1-F1-model_v6 Uncharacterized protein,,Uncharacterized protein,,,,,,UniParc
25720,A0A9X1PEZ7,AF-A0A9X1PEZ7-F1-model_v6 Phage protein,,Phage protein,,,,,,UniParc
25721,X1TKU1,AF-X1TKU1-F1-model_v6 DUF5666 domain-containing protein,,DUF5666 domain-containing protein,,,,,,UniParc
25722,A0A2A2IKQ7,AF-A0A2A2IKQ7-F1-model_v6 DUF669 domain-containing protein (Fragment),,DUF669 domain-containing protein (Fragment),,,,,,UniParc
25723,A0A2E0Y340,AF-A0A2E0Y340-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25724,A0A5S4TI14,AF-A0A5S4TI14-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25725,A0A0R2JE59,AF-A0A0R2JE59-F1-model_v6 Single-stranded DNA-binding protein,,Single-stranded DNA-binding protein,,,,,,UniParc
25726,A0A9D2I4H4,AF-A0A9D2I4H4-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25727,A0A971WQI8,AF-A0A971WQI8-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25728,A0A932EBB9,AF-A0A932EBB9-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25729,A0A350NZS3,AF-A0A350NZS3-F1-model_v6 Uncharacterized protein,,Uncharacterized protein,,,,,,UniParc
25730,A0A926DP01,AF-A0A926DP01-F1-model_v6 Uncharacterized protein,,Uncharacterized protein,,,,,,UniParc
25731,A0AAJ1V662,AF-A0AAJ1V662-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25732,A0A246JRX3,AF-A0A246JRX3-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25733,A0A2E1KF29,AF-A0A2E1KF29-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25734,A0A7X6X947,AF-A0A7X6X947-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25735,A0A174LAR9,AF-A0A174LAR9-F1-model_v6 Phage protein,,Phage protein,,,,,,UniParc
25736,W1X6R2,AF-W1X6R2-F1-model_v6 Uncharacterized protein (Fragment),,Uncharacterized protein (Fragment),,,,,,UniParc
25737,A0A150J614,AF-A0A150J614-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25738,A0A2D6LNA3,AF-A0A2D6LNA3-F1-model_v6 Bacteriophage T4 Gp32 single-stranded DNA-binding domain-containing protein,,Bacteriophage T4 Gp32 single-stranded DNA-binding domain-containing protein,,,,,,UniParc
25739,A0A0F8X4F2,AF-A0A0F8X4F2-F1-model_v6 DUF669 domain-containing protein (Fragment),,DUF669 domain-containing protein (Fragment),,,,,,UniParc
25740,R9JI45,AF-R9JI45-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25741,A0A2E2THK0,AF-A0A2E2THK0-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25742,A0A963CTZ1,AF-A0A963CTZ1-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25743,A0A1H9INS2,AF-A0A1H9INS2-F1-model_v6 Phage protein,,Phage protein,,,,,,UniParc
25744,U7ULR4,AF-U7ULR4-F1-model_v6 DUF669 domain-containing protein (Fragment),,DUF669 domain-containing protein (Fragment),,,,,,UniParc
25745,A0A933Y487,AF-A0A933Y487-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25746,A0A2D6QBM9,AF-A0A2D6QBM9-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25747,A0A1X7KHV7,AF-A0A1X7KHV7-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25748,A0A4V3WDK9,AF-A0A4V3WDK9-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25749,M4Z3L6,AF-M4Z3L6-F1-model_v6 Single-stranded DNA-binding protein,,Single-stranded DNA-binding protein,,,,,,UniParc
25750,A0A5B9YG47,AF-A0A5B9YG47-F1-model_v6 DUF5680 domain-containing protein,,DUF5680 domain-containing protein,,,,,,UniParc
25751,A0A2E2VXP2,AF-A0A2E2VXP2-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25752,A0A0M2NLE0,AF-A0A0M2NLE0-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25753,A0A522ARX8,AF-A0A522ARX8-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25754,A0A2V9PY86,AF-A0A2V9PY86-F1-model_v6 Uncharacterized protein,,Uncharacterized protein,,,,,,UniParc
25755,C2ERR1,AF-C2ERR1-F1-model_v6 Single stranded binding protein,,Single stranded binding protein,,,,,,UniParc
25756,A0A3B8U121,AF-A0A3B8U121-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25757,A0A965UTZ1,AF-A0A965UTZ1-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25758,A0A0F9SA86,AF-A0A0F9SA86-F1-model_v6 Uncharacterized protein,,Uncharacterized protein,,,,,,UniParc
25759,A0A3E3DY02,AF-A0A3E3DY02-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25760,A0A3C1EKK8,AF-A0A3C1EKK8-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25761,A0A926ELY9,AF-A0A926ELY9-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25762,A0A1B8QT87,AF-A0A1B8QT87-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25763,A0A8X8GN74,AF-A0A8X8GN74-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25764,A0A6P1EW87,AF-A0A6P1EW87-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25765,A0A535N5S7,AF-A0A535N5S7-F1-model_v6 Uncharacterized protein,,Uncharacterized protein,,,,,,UniParc
25766,A0A6N7C424,AF-A0A6N7C424-F1-model_v6 Single-stranded DNA-binding protein,,Single-stranded DNA-binding protein,,,,,,UniParc
25767,A0A4Q1T2A6,AF-A0A4Q1T2A6-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25768,A0A518CWD3,AF-A0A518CWD3-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25769,A0A3D0CBX3,AF-A0A3D0CBX3-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25770,A0A923NCF3,AF-A0A923NCF3-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25771,A0A962Q9Z4,AF-A0A962Q9Z4-F1-model_v6 Single-stranded DNA-binding protein,,Single-stranded DNA-binding protein,,,,,,UniParc
25772,C8WVK6,AF-C8WVK6-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25773,A0A1C5TMB3,AF-A0A1C5TMB3-F1-model_v6 Uncharacterized protein,,Uncharacterized protein,,,,,,UniParc
25774,A0A1C6FX95,AF-A0A1C6FX95-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25775,G4Q3Z6,AF-G4Q3Z6-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25776,A0A2D6HBI7,AF-A0A2D6HBI7-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25777,A0A843H3I2,AF-A0A843H3I2-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25778,A0A2E7Y5S8,AF-A0A2E7Y5S8-F1-model_v6 DUF669 domain-containing protein (Fragment),,DUF669 domain-containing protein (Fragment),,,,,,UniParc
25779,A0A7X6YEK8,AF-A0A7X6YEK8-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25780,A0A3N9NZK2,AF-A0A3N9NZK2-F1-model_v6 Uncharacterized protein,,Uncharacterized protein,,,,,,UniParc
25781,A0A2G2QBH4,AF-A0A2G2QBH4-F1-model_v6 Uncharacterized protein,,Uncharacterized protein,,,,,,UniParc
25782,A0A3D1WV46,AF-A0A3D1WV46-F1-model_v6 DUF2190 family protein (Fragment),,DUF2190 family protein (Fragment),,,,,,UniParc
25783,A0A140DVH0,AF-A0A140DVH0-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25784,A0A1H8TK01,AF-A0A1H8TK01-F1-model_v6 Uncharacterized protein,,Uncharacterized protein,,,,,,UniParc
25785,K0NXC6,AF-K0NXC6-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25786,A0A934SA63,AF-A0A934SA63-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25787,A0A6M3M477,AF-A0A6M3M477-F1-model_v6 Uncharacterized protein,,Uncharacterized protein,,,,,,UniParc
25788,A0A2E5DXP4,AF-A0A2E5DXP4-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25789,A0A0F9INZ3,AF-A0A0F9INZ3-F1-model_v6 Uncharacterized protein (Fragment),,Uncharacterized protein (Fragment),,,,,,UniParc
25790,A0A174RAL2,AF-A0A174RAL2-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25791,A0A954J2H4,AF-A0A954J2H4-F1-model_v6 DUF669 domain-containing protein (Fragment),,DUF669 domain-containing protein (Fragment),,,,,,UniParc
25792,C7GC33,AF-C7GC33-F1-model_v6 SSB,,SSB,,,,,,UniParc
25793,A0A424JXX9,AF-A0A424JXX9-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25794,A0A2D6XKE9,AF-A0A2D6XKE9-F1-model_v6 Uncharacterized protein,,Uncharacterized protein,,,,,,UniParc
25795,A0A7C2HCI6,AF-A0A7C2HCI6-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25796,A0A7V4E6H6,AF-A0A7V4E6H6-F1-model_v6 Uncharacterized protein,,Uncharacterized protein,,,,,,UniParc
25797,A0A7Y6TTM1,AF-A0A7Y6TTM1-F1-model_v6 Single-stranded DNA-binding protein,,Single-stranded DNA-binding protein,,,,,,UniParc
25798,A0A7X6Z106,AF-A0A7X6Z106-F1-model_v6 Single-stranded-DNA-specific exonuclease RecJ (Fragment),,Single-stranded-DNA-specific exonuclease RecJ (Fragment),,,,,,UniParc
25799,A0A4Q2YNC1,AF-A0A4Q2YNC1-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25800,A0A2D6MFE0,AF-A0A2D6MFE0-F1-model_v6 Uncharacterized protein,,Uncharacterized protein,,,,,,UniParc
25801,A0AAE4ALE2,AF-A0AAE4ALE2-F1-model_v6 Cytochrome c551/c552,,Cytochrome c551/c552,,,,,,UniParc
25802,A0A354WRJ3,AF-A0A354WRJ3-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25803,A0A939BDU1,AF-A0A939BDU1-F1-model_v6 Uncharacterized protein,,Uncharacterized protein,,,,,,UniParc
25804,A0A936XIG5,AF-A0A936XIG5-F1-model_v6 DUF3127 domain-containing protein,,DUF3127 domain-containing protein,,,,,,UniParc
25805,A0A7V4JDH9,AF-A0A7V4JDH9-F1-model_v6 Uncharacterized protein,,Uncharacterized protein,,,,,,UniParc
25806,A0AAJ1TG52,AF-A0AAJ1TG52-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25807,A0A6H1ZRH0,AF-A0A6H1ZRH0-F1-model_v6 Tail protein,,Tail protein,,,,,,UniParc
25808,A0A9D9DSY2,AF-A0A9D9DSY2-F1-model_v6 DUF3127 domain-containing protein,,DUF3127 domain-containing protein,,,,,,UniParc
25809,A0A661HHZ0,AF-A0A661HHZ0-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25810,A0A2D6X9E6,AF-A0A2D6X9E6-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25811,A0A1Y3XFH2,AF-A0A1Y3XFH2-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25812,A0A925QW92,AF-A0A925QW92-F1-model_v6 DUF3127 domain-containing protein,,DUF3127 domain-containing protein,,,,,,UniParc
25813,R5EL54,AF-R5EL54-F1-model_v6 Uncharacterized protein,,Uncharacterized protein,,,,,,UniParc
25814,A0A0F9T078,AF-A0A0F9T078-F1-model_v6 Uncharacterized protein,,Uncharacterized protein,,,,,,UniParc
25815,A0A9E3HDD1,AF-A0A9E3HDD1-F1-model_v6 Ribosomal protein L9,,Ribosomal protein L9,,,,,,UniParc
25816,A0A943FXF4,AF-A0A943FXF4-F1-model_v6 Uncharacterized protein,,Uncharacterized protein,,,,,,UniParc
25817,A0A6M3LLA0,AF-A0A6M3LLA0-F1-model_v6 Uncharacterized protein,,Uncharacterized protein,,,,,,UniParc
25818,A0A939XHB2,AF-A0A939XHB2-F1-model_v6 DUF3127 domain-containing protein,,DUF3127 domain-containing protein,,,,,,UniParc
25819,X0RX72,AF-X0RX72-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25820,A0A3D5NVZ6,AF-A0A3D5NVZ6-F1-model_v6 Single-stranded-DNA-specific exonuclease RecJ,,Single-stranded-DNA-specific exonuclease RecJ,,,,,,UniParc
25821,A0A0F9KK24,AF-A0A0F9KK24-F1-model_v6 Uncharacterized protein,,Uncharacterized protein,,,,,,UniParc
25822,A0A497QIJ9,AF-A0A497QIJ9-F1-model_v6 Uncharacterized protein,,Uncharacterized protein,,,,,,UniParc
25823,A0A7X8J5B6,AF-A0A7X8J5B6-F1-model_v6 DUF3127 domain-containing protein,,DUF3127 domain-containing protein,,,,,,UniParc
25824,A0A843GIY9,AF-A0A843GIY9-F1-model_v6 Single-stranded DNA-binding protein,,Single-stranded DNA-binding protein,,,,,,UniParc
25825,A0A1F3K1X6,AF-A0A1F3K1X6-F1-model_v6 DUF3127 domain-containing protein,,DUF3127 domain-containing protein,,,,,,UniParc
25826,A0A0F9SAT8,AF-A0A0F9SAT8-F1-model_v6 Uncharacterized protein,,Uncharacterized protein,,,,,,UniParc
25827,A0A533T6D3,AF-A0A533T6D3-F1-model_v6 DUF3127 domain-containing protein,,DUF3127 domain-containing protein,,,,,,UniParc
25828,E4TQM2,AF-E4TQM2-F1-model_v6 DUF3127 domain-containing protein,,DUF3127 domain-containing protein,,,,,,UniParc
25829,A0A9E0Z9M7,AF-A0A9E0Z9M7-F1-model_v6 DNA-binding protein,,DNA-binding protein,,,,,,UniParc
25830,A0A6H2A537,AF-A0A6H2A537-F1-model_v6 Uncharacterized protein,,Uncharacterized protein,,,,,,UniParc
25831,A0A435YV26,AF-A0A435YV26-F1-model_v6 Uncharacterized protein,,Uncharacterized protein,,,,,,UniParc
25832,A0A934RVJ0,AF-A0A934RVJ0-F1-model_v6 Uncharacterized protein,,Uncharacterized protein,,,,,,UniParc
25833,A0A6H1ZKX2,AF-A0A6H1ZKX2-F1-model_v6 Uncharacterized protein,,Uncharacterized protein,,,,,,UniParc
25834,A0A174R608,AF-A0A174R608-F1-model_v6 Phage protein,,Phage protein,,,,,,UniParc
25835,A0A844MV97,AF-A0A844MV97-F1-model_v6 Uncharacterized protein,,Uncharacterized protein,,,,,,UniParc
25836,A0A6M3KXK8,AF-A0A6M3KXK8-F1-model_v6 Prohead protease,,Prohead protease,,,,,,UniParc
25837,A0AAP0GLY6,AF-A0AAP0GLY6-F1-model_v6 ATP-dependent DNA helicase,,ATP-dependent DNA helicase,,,,,,UniParc
25838,A0A6C0UNC4,AF-A0A6C0UNC4-F1-model_v6 Uncharacterized protein,,Uncharacterized protein,,,,,,UniParc
25839,A0A965UWQ6,AF-A0A965UWQ6-F1-model_v6 Uncharacterized protein (Fragment),,Uncharacterized protein (Fragment),,,,,,UniParc
25840,A0A0F9GK56,AF-A0A0F9GK56-F1-model_v6 Uncharacterized protein,,Uncharacterized protein,,,,,,UniParc
25841,A0A0F9MQL8,AF-A0A0F9MQL8-F1-model_v6 Uncharacterized protein,,Uncharacterized protein,,,,,,UniParc
25842,A0A0R3QAW6,AF-A0A0R3QAW6-F1-model_v6 Replication protein A subunit,,Replication protein A subunit,,,,,,UniParc
25843,G2H0A9,AF-G2H0A9-F1-model_v6 Phage protein,,Phage protein,,,,,,UniParc
25844,Q3ARZ4,AF-Q3ARZ4-F1-model_v6 DUF3127 domain-containing protein,,DUF3127 domain-containing protein,,,,,,UniParc
25845,A0A0F9SZ47,AF-A0A0F9SZ47-F1-model_v6 Uncharacterized protein,,Uncharacterized protein,,,,,,UniParc
25846,A0A2H6JWF3,AF-A0A2H6JWF3-F1-model_v6 Replication factor A,,Replication factor A,,,,,,UniParc
25847,A0A9N9ECC0,AF-A0A9N9ECC0-F1-model_v6 1920_t:CDS:1 (Fragment),,1920_t:CDS:1 (Fragment),,,,,,UniParc
25848,A0AA43L9D5,AF-A0AA43L9D5-F1-model_v6 3'-5' exoribonuclease,,3'-5' exoribonuclease,,,,,,UniParc
25849,A0A7K3WVA8,AF-A0A7K3WVA8-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25850,A0A0C2MMV5,AF-A0A0C2MMV5-F1-model_v6 Replication protein A subunit,,Replication protein A subunit,,,,,,UniParc
25851,A0A3Q2XXU2,AF-A0A3Q2XXU2-F1-model_v6 Replication protein A subunit,,Replication protein A subunit,,,,,,UniParc
25852,A0A4Y4G4P9,AF-A0A4Y4G4P9-F1-model_v6 DUF669 domain-containing protein,,DUF669 domain-containing protein,,,,,,UniParc
25853,A0A839JSL2,AF-A0A839JSL2-F1-model_v6 Uncharacterized protein,,Uncharacterized protein,,,,,,UniParc
